date,year,month,day,weekofyear,weekday,is_weekend,is_holiday,temperature,rain_mm,store_id,country,city,channel,latitude,longitude,sku_id,sku_name,category,subcategory,brand,units_sold,list_price,discount_pct,promo_flag,gross_sales,net_sales,stock_on_hand,stock_out_flag,lead_time_days,supplier_id,purchase_cost,margin_pct
2023-02-02,2023,2,2,5,3,0,0,17.3,0.36,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0079,BrandA Cleaner,Home Care,Cleaner,BrandA,20,10.41,0.0,0,208.2,208.2,307,1,7,S027,5.98,0.426
2023-01-20,2023,1,20,3,4,0,0,10.61,3.33,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,29,10.9,0.0,0,316.1,316.1,317,1,11,S035,5.34,0.51
2021-11-28,2021,11,28,47,6,1,0,16.11,2.92,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0031,BrandA Chocolate,Snacks,Chocolate,BrandA,51,6.44,0.0,0,328.44,328.44,283,0,1,S051,4.69,0.271
2021-03-22,2021,3,22,12,0,0,0,16.81,1.22,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0045,BrandC Nuts,Snacks,Nuts,BrandC,51,13.42,0.2,1,684.42,547.54,284,0,4,S032,9.13,0.119
2021-08-28,2021,8,28,34,5,1,0,17.8,4.91,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0041,BrandE Biscuits,Snacks,Biscuits,BrandE,45,13.08,0.0,0,588.6,588.6,203,0,4,S004,8.24,0.37
2021-09-03,2021,9,3,35,4,0,0,12.62,5.0,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0088,BrandD Shampoo,Personal Care,Shampoo,BrandD,3,10.03,0.0,0,30.09,30.09,251,1,7,S007,4.71,0.53
2021-05-28,2021,5,28,21,4,0,0,12.99,1.59,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0089,BrandE Shampoo,Personal Care,Shampoo,BrandE,37,10.67,0.0,0,394.79,394.79,229,0,8,S048,5.09,0.523
2022-03-20,2022,3,20,11,6,1,0,14.75,0.03,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0027,BrandC Chips,Snacks,Chips,BrandC,134,14.15,0.0,0,1896.1,1896.1,368,0,10,S049,6.64,0.531
2023-02-02,2023,2,2,5,3,0,0,17.3,0.36,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,32,2.68,0.0,0,85.76,85.76,186,0,8,S060,1.39,0.482
2022-07-07,2022,7,7,27,3,0,0,7.32,2.74,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0098,BrandB Toothpaste,Personal Care,Toothpaste,BrandB,34,5.75,0.0,0,195.5,195.5,192,0,5,S030,3.93,0.316
2022-06-18,2022,6,18,24,5,1,0,8.32,2.52,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0035,BrandE Chocolate,Snacks,Chocolate,BrandE,203,2.04,0.0,0,414.12,414.12,348,0,8,S013,0.92,0.549
2023-11-02,2023,11,2,44,3,0,0,14.03,1.27,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0093,BrandC Soap,Personal Care,Soap,BrandC,94,4.61,0.0,0,433.34,433.34,163,0,4,S045,3.36,0.271
2023-12-25,2023,12,25,52,0,0,1,12.23,1.94,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0084,BrandF Cleaner,Home Care,Cleaner,BrandF,39,5.49,0.0,0,214.11,214.11,298,0,9,S037,3.11,0.433
2022-12-05,2022,12,5,49,0,0,0,11.7,2.69,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0006,BrandF Soda,Beverages,Soda,BrandF,123,1.29,0.1,1,158.67,142.8,270,0,5,S051,0.7,0.36
2021-10-24,2021,10,24,42,6,1,0,13.45,3.34,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0017,BrandE Water,Beverages,Water,BrandE,165,1.91,0.0,0,315.15,315.15,276,0,6,S034,1.34,0.296
2022-05-04,2022,5,4,18,2,0,0,10.87,1.22,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,44,4.19,0.0,0,184.36,184.36,249,0,7,S024,2.79,0.334
2023-02-03,2023,2,3,5,4,0,0,11.7,2.48,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0033,BrandC Chocolate,Snacks,Chocolate,BrandC,136,4.93,0.0,0,670.48,670.48,260,0,6,S027,2.87,0.417
2022-11-16,2022,11,16,46,2,0,0,13.39,0.42,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0098,BrandB Toothpaste,Personal Care,Toothpaste,BrandB,29,5.75,0.0,0,166.75,166.75,411,0,4,S023,3.19,0.444
2021-07-06,2021,7,6,27,1,0,0,9.46,0.26,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0022,BrandD Energy drink,Beverages,Energy drink,BrandD,107,1.48,0.0,0,158.36,158.36,303,0,6,S025,0.8,0.458
2023-04-08,2023,4,8,14,5,1,0,11.38,1.61,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0036,BrandF Chocolate,Snacks,Chocolate,BrandF,20,11.81,0.0,0,236.2,236.2,231,0,8,S001,6.83,0.421
2022-08-17,2022,8,17,33,2,0,0,9.72,4.16,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0060,BrandF Milk,Dairy,Milk,BrandF,57,13.5,0.0,0,769.5,769.5,486,0,8,S039,8.63,0.361
2022-05-02,2022,5,2,18,0,0,0,14.54,1.77,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,5,10.58,0.0,0,52.9,52.9,265,1,6,S011,6.53,0.383
2023-02-13,2023,2,13,7,0,0,0,13.74,3.03,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,41,2.68,0.0,0,109.88,109.88,230,0,7,S008,1.29,0.518
2021-09-15,2021,9,15,37,2,0,0,10.87,5.1,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0008,BrandB Juice,Beverages,Juice,BrandB,10,3.55,0.0,0,35.5,35.5,339,0,5,S032,2.65,0.255
2022-09-19,2022,9,19,38,0,0,0,12.32,4.19,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0001,BrandA Soda,Beverages,Soda,BrandA,53,6.24,0.0,0,330.72,330.72,295,0,9,S006,3.38,0.458
2022-06-12,2022,6,12,23,6,1,0,10.67,2.31,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0074,BrandB Softener,Home Care,Softener,BrandB,108,9.53,0.0,0,1029.24,1029.24,326,0,5,S024,6.08,0.362
2021-02-07,2021,2,7,5,6,1,0,10.74,1.44,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0028,BrandD Chips,Snacks,Chips,BrandD,118,9.37,0.0,0,1105.66,1105.66,347,0,10,S059,5.37,0.427
2021-09-16,2021,9,16,37,3,0,0,14.62,5.38,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0004,BrandD Soda,Beverages,Soda,BrandD,128,1.81,0.0,0,231.68,231.68,295,0,3,S011,1.26,0.302
2022-12-23,2022,12,23,51,4,0,0,18.77,1.12,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0030,BrandF Chips,Snacks,Chips,BrandF,44,1.63,0.0,0,71.72,71.72,236,0,5,S038,1.05,0.358
2021-09-23,2021,9,23,38,3,0,0,15.72,5.93,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,22,11.8,0.0,0,259.6,259.6,306,0,4,S005,6.21,0.473
2023-11-28,2023,11,28,48,1,0,0,14.53,0.09,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0060,BrandF Milk,Dairy,Milk,BrandF,47,13.5,0.0,0,634.5,634.5,355,0,2,S035,6.75,0.5
2021-10-15,2021,10,15,41,4,0,0,11.01,1.22,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0078,BrandF Softener,Home Care,Softener,BrandF,14,14.8,0.0,0,207.2,207.2,313,0,11,S002,10.81,0.269
2022-04-03,2022,4,3,13,6,1,0,8.47,5.32,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0065,BrandE Cheese,Dairy,Cheese,BrandE,77,1.1,0.0,0,84.7,84.7,263,0,7,S052,0.74,0.329
2023-06-05,2023,6,5,23,0,0,0,8.89,1.77,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0018,BrandF Water,Beverages,Water,BrandF,140,14.52,0.0,0,2032.8,2032.8,196,0,6,S034,9.5,0.346
2023-01-19,2023,1,19,3,3,0,0,14.83,2.43,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,29,4.19,0.0,0,121.51,121.51,301,0,8,S006,2.33,0.444
2022-02-07,2022,2,7,6,0,0,0,13.03,0.29,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0097,BrandA Toothpaste,Personal Care,Toothpaste,BrandA,79,13.61,0.0,0,1075.19,1075.19,231,0,7,S051,9.04,0.336
2021-11-27,2021,11,27,47,5,1,0,14.98,2.29,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,112,4.19,0.0,0,469.28,469.28,324,0,5,S021,3.13,0.252
2022-04-03,2022,4,3,13,6,1,0,8.47,5.32,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0022,BrandD Energy drink,Beverages,Energy drink,BrandD,80,1.48,0.0,0,118.4,118.4,158,0,7,S019,1.05,0.293
2021-02-07,2021,2,7,5,6,1,0,10.74,1.44,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0014,BrandB Water,Beverages,Water,BrandB,63,3.8,0.0,0,239.4,239.4,269,0,6,S051,2.09,0.451
2023-11-02,2023,11,2,44,3,0,0,14.03,1.27,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0066,BrandF Cheese,Dairy,Cheese,BrandF,44,6.84,0.0,0,300.96,300.96,367,0,4,S054,5.09,0.255
2022-02-13,2022,2,13,6,6,1,0,12.62,4.01,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,95,10.9,0.0,0,1035.5,1035.5,409,0,8,S032,8.0,0.266
2021-02-26,2021,2,26,8,4,0,0,14.38,1.93,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,103,10.9,0.0,0,1122.7,1122.7,339,0,4,S006,5.82,0.466
2021-09-08,2021,9,8,36,2,0,0,14.82,2.78,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,24,10.58,0.0,0,253.92,253.92,259,0,5,S008,6.18,0.416
2023-03-24,2023,3,24,12,4,0,0,11.2,5.51,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0101,BrandE Toothpaste,Personal Care,Toothpaste,BrandE,12,9.99,0.0,0,119.88,119.88,81,0,6,S014,5.48,0.451
2021-10-12,2021,10,12,41,1,0,0,12.14,1.67,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0004,BrandD Soda,Beverages,Soda,BrandD,100,1.81,0.0,0,181.0,181.0,208,0,2,S003,0.91,0.495
2021-07-21,2021,7,21,29,2,0,0,16.85,0.55,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0016,BrandD Water,Beverages,Water,BrandD,61,9.51,0.3,1,580.11,406.08,256,0,6,S010,6.2,0.048
2022-10-30,2022,10,30,43,6,1,0,19.11,4.04,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0024,BrandF Energy drink,Beverages,Energy drink,BrandF,59,5.36,0.0,0,316.24,316.24,283,0,2,S029,3.84,0.283
2023-02-15,2023,2,15,7,2,0,0,6.09,2.1,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,119,4.19,0.3,1,498.61,349.03,415,0,5,S002,2.31,0.15
2023-04-29,2023,4,29,17,5,1,0,15.15,2.72,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0065,BrandE Cheese,Dairy,Cheese,BrandE,133,1.1,0.1,1,146.3,131.67,172,0,4,S008,0.77,0.2
2023-05-19,2023,5,19,20,4,0,0,19.68,6.36,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,30,10.58,0.0,0,317.4,317.4,284,0,6,S006,5.21,0.508
2023-02-27,2023,2,27,9,0,0,0,17.46,0.77,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0074,BrandB Softener,Home Care,Softener,BrandB,38,9.53,0.0,0,362.14,362.14,426,0,7,S011,4.33,0.545
2022-11-22,2022,11,22,47,1,0,0,13.84,2.51,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0012,BrandF Juice,Beverages,Juice,BrandF,28,5.09,0.0,0,142.52,142.52,260,0,7,S053,3.7,0.273
2021-10-07,2021,10,7,40,3,0,0,7.37,0.58,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0050,BrandB Yogurt,Dairy,Yogurt,BrandB,36,1.36,0.0,0,48.96,48.96,273,0,4,S016,0.87,0.357
2021-04-06,2021,4,6,14,1,0,0,15.52,3.23,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0084,BrandF Cleaner,Home Care,Cleaner,BrandF,15,5.49,0.0,0,82.35,82.35,216,0,12,S021,2.54,0.537
2022-12-11,2022,12,11,49,6,1,0,13.12,0.33,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0047,BrandE Nuts,Snacks,Nuts,BrandE,111,11.65,0.0,0,1293.15,1293.15,402,0,2,S057,6.33,0.456
2022-08-31,2022,8,31,35,2,0,0,18.65,0.69,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0080,BrandB Cleaner,Home Care,Cleaner,BrandB,98,4.33,0.0,0,424.34,424.34,358,0,7,S052,2.86,0.339
2021-11-10,2021,11,10,45,2,0,0,10.14,1.22,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0075,BrandC Softener,Home Care,Softener,BrandC,19,1.72,0.0,0,32.68,32.68,355,0,9,S037,0.84,0.511
2023-11-04,2023,11,4,44,5,1,0,10.08,0.89,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0062,BrandB Cheese,Dairy,Cheese,BrandB,13,5.45,0.0,0,70.85,70.85,396,0,4,S028,3.96,0.273
2022-08-26,2022,8,26,34,4,0,0,21.54,3.81,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0001,BrandA Soda,Beverages,Soda,BrandA,120,6.24,0.0,0,748.8,748.8,312,0,8,S053,4.13,0.339
2023-10-15,2023,10,15,41,6,1,0,7.25,6.21,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0065,BrandE Cheese,Dairy,Cheese,BrandE,60,1.1,0.0,0,66.0,66.0,295,0,7,S040,0.73,0.338
2023-03-04,2023,3,4,9,5,1,0,10.77,2.53,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0009,BrandC Juice,Beverages,Juice,BrandC,66,5.26,0.0,0,347.16,347.16,244,0,4,S022,2.57,0.511
2021-09-22,2021,9,22,38,2,0,0,13.47,4.34,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0077,BrandE Softener,Home Care,Softener,BrandE,43,3.03,0.0,0,130.29,130.29,293,0,7,S026,1.72,0.433
2022-04-18,2022,4,18,16,0,0,0,17.56,3.8,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0100,BrandD Toothpaste,Personal Care,Toothpaste,BrandD,108,13.42,0.0,0,1449.36,1449.36,359,0,6,S023,6.65,0.504
2022-12-25,2022,12,25,51,6,1,1,12.51,2.55,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,60,2.68,0.0,0,160.8,160.8,172,0,7,S039,1.52,0.432
2022-03-13,2022,3,13,10,6,1,0,11.5,5.36,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0084,BrandF Cleaner,Home Care,Cleaner,BrandF,23,5.49,0.0,0,126.27,126.27,198,0,7,S009,4.08,0.257
2022-06-08,2022,6,8,23,2,0,0,6.98,4.02,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0085,BrandA Shampoo,Personal Care,Shampoo,BrandA,45,1.57,0.0,0,70.65,70.65,309,0,3,S005,0.94,0.399
2022-02-15,2022,2,15,7,1,0,0,16.14,1.72,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0051,BrandC Yogurt,Dairy,Yogurt,BrandC,43,1.44,0.0,0,61.92,61.92,214,0,7,S034,0.86,0.4
2023-10-18,2023,10,18,42,2,0,0,11.65,0.56,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0064,BrandD Cheese,Dairy,Cheese,BrandD,156,12.45,0.0,0,1942.2,1942.2,302,0,4,S006,8.47,0.32
2021-07-17,2021,7,17,28,5,1,0,12.59,2.8,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0033,BrandC Chocolate,Snacks,Chocolate,BrandC,69,4.93,0.0,0,340.17,340.17,307,0,8,S047,2.67,0.459
2022-01-14,2022,1,14,2,4,0,0,15.59,3.55,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0047,BrandE Nuts,Snacks,Nuts,BrandE,58,11.65,0.0,0,675.7,675.7,182,0,8,S012,6.89,0.409
2023-05-25,2023,5,25,21,3,0,0,14.27,0.3,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0094,BrandD Soap,Personal Care,Soap,BrandD,101,12.44,0.0,0,1256.44,1256.44,329,0,4,S008,6.53,0.475
2022-02-10,2022,2,10,6,3,0,0,12.3,4.49,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0010,BrandD Juice,Beverages,Juice,BrandD,36,7.05,0.0,0,253.8,253.8,408,0,6,S031,4.66,0.339
2021-09-14,2021,9,14,37,1,0,0,14.51,2.99,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0059,BrandE Milk,Dairy,Milk,BrandE,25,12.25,0.0,0,306.25,306.25,397,0,7,S022,6.74,0.45
2023-11-12,2023,11,12,45,6,1,0,11.24,0.03,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,84,10.58,0.0,0,888.72,888.72,335,0,10,S059,5.44,0.486
2021-11-22,2021,11,22,47,0,0,0,13.06,9.93,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0001,BrandA Soda,Beverages,Soda,BrandA,138,6.24,0.0,0,861.12,861.12,287,0,2,S025,3.59,0.424
2021-01-22,2021,1,22,3,4,0,0,13.84,3.45,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0096,BrandF Soap,Personal Care,Soap,BrandF,80,2.3,0.0,0,184.0,184.0,422,0,8,S053,1.14,0.504
2023-04-20,2023,4,20,16,3,0,0,15.65,0.35,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,45,4.19,0.0,0,188.55,188.55,219,0,3,S009,2.28,0.455
2022-12-24,2022,12,24,51,5,1,0,19.05,1.79,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0102,BrandF Toothpaste,Personal Care,Toothpaste,BrandF,128,3.26,0.0,0,417.28,417.28,197,0,7,S018,1.78,0.452
2022-07-04,2022,7,4,27,0,0,0,5.47,5.84,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0102,BrandF Toothpaste,Personal Care,Toothpaste,BrandF,71,3.26,0.1,1,231.46,208.31,398,0,8,S002,2.29,0.197
2022-02-21,2022,2,21,8,0,0,0,11.87,2.55,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,28,4.19,0.0,0,117.32,117.32,245,0,9,S012,2.97,0.29
2021-02-09,2021,2,9,6,1,0,0,12.31,5.56,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0018,BrandF Water,Beverages,Water,BrandF,108,14.52,0.0,0,1568.16,1568.16,341,0,5,S031,7.27,0.499
2022-07-28,2022,7,28,30,3,0,0,15.35,1.46,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0026,BrandB Chips,Snacks,Chips,BrandB,104,14.57,0.0,0,1515.28,1515.28,284,0,6,S014,10.71,0.265
2022-12-19,2022,12,19,51,0,0,0,9.1,1.28,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0034,BrandD Chocolate,Snacks,Chocolate,BrandD,111,2.97,0.0,0,329.67,329.67,233,0,5,S013,1.93,0.352
2023-01-12,2023,1,12,2,3,0,0,8.42,5.18,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0060,BrandF Milk,Dairy,Milk,BrandF,64,13.5,0.0,0,864.0,864.0,285,0,8,S048,8.28,0.387
2021-09-18,2021,9,18,37,5,1,0,14.91,0.77,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,39,4.19,0.0,0,163.41,163.41,396,0,10,S019,2.06,0.507
2021-10-30,2021,10,30,43,5,1,0,15.74,8.69,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0079,BrandA Cleaner,Home Care,Cleaner,BrandA,105,10.41,0.0,0,1093.05,1093.05,276,0,3,S049,7.27,0.302
2021-04-13,2021,4,13,15,1,0,0,12.55,1.64,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,32,10.9,0.0,0,348.8,348.8,124,0,2,S039,7.5,0.312
2021-12-14,2021,12,14,50,1,0,0,7.84,4.41,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0040,BrandD Biscuits,Snacks,Biscuits,BrandD,29,6.02,0.0,0,174.58,174.58,295,0,6,S052,3.27,0.457
2022-03-22,2022,3,22,12,1,0,0,15.04,2.04,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0084,BrandF Cleaner,Home Care,Cleaner,BrandF,27,5.49,0.0,0,148.23,148.23,367,0,10,S008,2.61,0.524
2021-03-06,2021,3,6,9,5,1,0,6.6,0.77,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0071,BrandE Detergent,Home Care,Detergent,BrandE,17,14.47,0.0,0,245.99,245.99,335,0,5,S042,9.25,0.361
2023-10-17,2023,10,17,42,1,0,0,12.44,0.67,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,42,10.9,0.0,0,457.8,457.8,316,0,7,S060,7.74,0.29
2021-09-07,2021,9,7,36,1,0,0,10.91,2.87,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0011,BrandE Juice,Beverages,Juice,BrandE,38,9.57,0.3,1,363.66,254.56,199,0,6,S034,5.29,0.148
2021-06-04,2021,6,4,22,4,0,0,2.74,2.81,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,13,11.8,0.0,0,153.4,153.4,266,0,7,S033,7.38,0.374
2023-09-12,2023,9,12,37,1,0,0,15.12,2.17,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0040,BrandD Biscuits,Snacks,Biscuits,BrandD,17,6.02,0.0,0,102.34,102.34,250,0,7,S002,3.16,0.476
2022-11-25,2022,11,25,47,4,0,0,12.18,0.85,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0018,BrandF Water,Beverages,Water,BrandF,75,14.52,0.0,0,1089.0,1089.0,456,0,5,S025,9.66,0.335
2021-02-16,2021,2,16,7,1,0,0,13.59,1.11,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0016,BrandD Water,Beverages,Water,BrandD,11,9.51,0.0,0,104.61,104.61,281,0,4,S034,4.91,0.483
2021-12-16,2021,12,16,50,3,0,0,18.11,5.17,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0021,BrandC Energy drink,Beverages,Energy drink,BrandC,76,2.71,0.0,0,205.96,205.96,464,0,7,S022,1.41,0.479
2022-02-26,2022,2,26,8,5,1,0,12.82,4.42,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0081,BrandC Cleaner,Home Care,Cleaner,BrandC,105,6.15,0.0,0,645.75,645.75,284,0,7,S012,2.97,0.517
2022-03-23,2022,3,23,12,2,0,0,15.78,0.46,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0055,BrandA Milk,Dairy,Milk,BrandA,12,4.2,0.0,0,50.4,50.4,225,0,8,S009,2.57,0.388
2021-03-26,2021,3,26,12,4,0,0,12.99,2.04,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0015,BrandC Water,Beverages,Water,BrandC,3,9.29,0.0,0,27.87,27.87,154,0,9,S047,5.41,0.418
2021-12-24,2021,12,24,51,4,0,0,11.62,1.41,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0084,BrandF Cleaner,Home Care,Cleaner,BrandF,24,5.49,0.0,0,131.76,131.76,422,0,5,S055,3.87,0.296
2022-08-17,2022,8,17,33,2,0,0,9.72,4.16,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0031,BrandA Chocolate,Snacks,Chocolate,BrandA,30,6.44,0.0,0,193.2,193.2,286,0,4,S027,4.28,0.336
2021-11-05,2021,11,5,44,4,0,0,17.76,0.14,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0007,BrandA Juice,Beverages,Juice,BrandA,27,12.65,0.0,0,341.55,341.55,279,0,9,S024,8.86,0.299
2023-03-26,2023,3,26,12,6,1,0,10.7,1.87,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0097,BrandA Toothpaste,Personal Care,Toothpaste,BrandA,73,13.61,0.0,0,993.53,993.53,246,0,10,S012,8.56,0.371
2023-05-01,2023,5,1,18,0,0,1,13.76,3.42,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0021,BrandC Energy drink,Beverages,Energy drink,BrandC,78,2.71,0.0,0,211.38,211.38,305,0,7,S013,1.79,0.339
2023-03-03,2023,3,3,9,4,0,0,7.82,0.17,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0034,BrandD Chocolate,Snacks,Chocolate,BrandD,56,2.97,0.0,0,166.32,166.32,276,0,5,S057,1.99,0.331
2022-12-16,2022,12,16,50,4,0,0,15.61,7.02,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0070,BrandD Detergent,Home Care,Detergent,BrandD,128,6.09,0.0,0,779.52,779.52,350,0,7,S001,4.47,0.266
